Comment,Llama 70B,Mixtral,Llama 70B Round1,Mixtral Round1,Llama 70B R2,Mixtral R2,Llama 70B R3,Mixtral R3,Llama 70B Final,Mixtral Final
"""malign her character because of alleged illegal activities..she hasn't even been charged with any""

She is literally a month away from being indicted, she is a hopelessly dishonest person, her serial mendacity is 2nd to no one's save for Obama's...and he can't run again. She pretends to be a champion for women until that support is challenged by her own self interest...guess what side wins? She vilifies rape victims, lies about everything, but the biggest problems with Hillary aren't that she had Vince Foster killed or that literally dozens of people close to her have been killed. She is a political whore and she has sold herself to wall street and her corporatist masters long ago...they own her! Lastly she supports the TPP which will be the end of the USA as we know it",Untrustworthy politician with alleged criminal ties and corporate influence.,Character Assassination,"- Character Assassination
- Politician with questionable character
- Politician with alleged criminal ties and corporate influence
- Corruption
- Dishonesty","1. Politician with Alleged Corruption and Corporate Ties
2. Questionable Ethics and Undue Influence
3. Alleged Misconduct and Conflict of Interest
4. Character Assassination: Alleged Dishonesty
5. Character Assassination: Perceived Hypocrisy
6. Character Assassination: Accusations of Corruption
7. Character Assassination: Allegations of Corruption and Corporate Influence
8. Politician with Alleged Corruption and Character Flaws
9. Character Assassination (main code)
   - Alleged Corruption (subcode)
   - Corporate Influence (subcode)
   - Perceived Hypocrisy (subcode)","1. LLM-1: 
   - Corrupt Politician with Corporate Influence
   - Politician with Criminal Ties and Conflicting Interests

2. LLM-2: 
   - Character Assassination
     * Untrustworthy
     * Hypocrisy
     * Corruption

3. Hybrid Approach:
   - Primary Code: Character Assassination
     * Subcode 1: Corrupt Politician with Corporate Influence
       + Sub-subcode A: Untrustworthy
       + Sub-subcode B: Hypocrisy
       + Sub-subcode C: Corruption
     * Subcode 2: Politician with Criminal Ties and Conflicting Interests","1. **Hybrid Approach**: Character Assassination
2. **Subcodes**:
   - Corruption
   - Criminal Ties
   - Untrustworthiness
   - Hypocrisy
3. **Hierarchical Coding System**: 
   - Primary Code: Character Assassination
   - Subcodes: Corruption, Criminal Ties, Untrustworthiness, Hypocrisy
4. **Code Definitions**: Definitions for each code and subcode
5. **Example Coding**: Examples of refined code application
6. **Iterative Refinement**: Testing and refining codes through application","1. Create a primary code: Character Assassination
2. Add specific subcodes:
   * Corruption and corporate influence
   * Criminal ties and untrustworthiness
   * Hypocrisy
3. Use a hierarchical coding system
4. Establish clear definitions
5. Test the codes
6. Use the refined codes iteratively","1. Hierarchical Coding System
2. Primary Code: Character Assassination
3. Subcodes:
   - Corruption and corporate influence
   - Criminal ties and untrustworthiness
   - Hypocrisy
   - Other relevant subcodes
4. Clear Definitions
5. Iterative Refinement
6. Combining Elements
7. Hybrid Approach","Character Assassination

Subcodes:
1. Corruption and Corporate Influence
2. Criminal Ties and Untrustworthiness
3. Hypocrisy","**Primary Code:** Character Assassination

**Subcodes:**

1. **Corruption and Corporate Influence**: Allegations of corrupt practices, corporate influence, or other forms of undue influence that undermine the character of the individual.
2. **Criminal Ties and Untrustworthiness**: Allegations of criminal associations, untrustworthy behavior, or other forms of conduct that erode trust in the individual.
3. **Hypocrisy**: Allegations of hypocrisy, inconsistency, or other forms of contradictory behavior that undermine the individual's character."
"This is a truly amazing post.  You're admitting that Trump is a liar. OK, we all know that..Then you say it's OK that he lies because he's doing it to get elected.  You suggest the racist, xenophobic, homophobic, sexist, mean-spirited Donald Trump is just a facade he using to get elected.  You make his possible election sound like a big, oddly shaped, heavily wrapped Christmas present.  'We don't know what's in it, but you assure us it will be really fantastic.....It will make America Great Again!!!  Your post would be good for a giggle if you were kidding.  Unfotunately, you're not kidding, and electing a man like Trump to be our President is hardly a laughing matter.",Justifying Unacceptable Political Candidate for Personal Gain,Critique of Trump Apologetics,Critique of Trump's Divisive and Discriminatory Behavior and Its Consequences,"Critique of Trump's Divisive, Discriminatory, and Harmful Behavior: Challenging Apologetics and Warning of Negative Consequences

Alternatively, a more concise version:

Condemning Trump's Harmful Behavior and Its Apologetics",Critique of Trump's Divisive and Discriminatory Conduct: Challenging Apologetics and Warning of Negative Consequences.,"Critique of Trump's Divisive, Discriminatory, and Harmful Conduct: Challenging Apologetics, Warning of Social and Moral Consequences, and Expressing Concerned Disapproval for Personal Gain","Code: Critique of Trump's Harmful, Divisive Behavior and Personal Gain: Challenging Apologetics and Warning of Negative Consequences","Critique of Trump's Harmful, Divisive, and Discriminatory Behavior, Driven by Personal Gain and Perceived Insincere Tactics: Challenging Apologetics and Warning of Negative Consequences, such as Harm to Marginalized Communities, with Concern and Disapproval","Critique of Trump's Divisive, Discriminatory, and Harmful Behavior: Challenging Apologetics, Expressing Concerned Disapproval, and Warning of Negative Consequences and Personal Gain","Critique of Trump's Divisive, Discriminatory, and Harmful Behavior: Challenging Apologetics and Warning of Negative Consequences"
"Alaska is already the gun death capitol of the U.S. We lead the nation in men killing woman, forcible rape, and suicide. Anchorage is the most dangerous city for women and Fairbanks is the second most dangerous in America. Putting more guns in the hands of our young men and woman is not going to solve this problem. Why doesn't our legislature focus their energy on addressing the true issues in Alaska which are gun violence, suicide, rape, murder...

Researchers found striking gender differences in the data. When firearms were accessible, men were nearly four times more likely to commit suicide than when firearms were not accessible, while women were almost three times more likely to be victims of homicide - Annals of Internal Medicine","Gender-based violence, firearm accessibility, homicide, suicide, gun violence, rape, disproportionate impact on women, legislative urgency, solutions beyond gun accessibility.",Gendered Violence,Gendered Violence in Alaska: Firearm Accessibility,Gender-Based Violence in Alaska: Intersections with Firearm Accessibility,Gender-based Violence in Alaska: Intersections of Firearm Accessibility and Societal Factors,"1. Alaska's Gender-Based Violence Epidemic: Firearm Accessibility and Sociocultural Determinants
2. Gendered Violence in Alaska: Intersectionality of Firearm Policy, Societal Norms, and Cultural Context
3. Firearm-Related Gender-Based Violence in Alaska: A Socio-Ecological Analysis","Gender-Based Violence in Alaska: Intersections of Firearm Accessibility, Societal Factors, and Cultural Norms","Gender-Based Violence in Alaska: Intersectional Analysis of Firearm Accessibility, Societal Factors, and Cultural Norms","Gender-Based Violence in Alaska: Intersectional Analysis of Firearm Accessibility, Societal Factors, and Cultural Norms","Gender-Based Violence in Alaska: Intersectional Analysis of Firearm Accessibility, Societal Factors, and Cultural Norms"
"Yep, and people conveniently forget that Colin Powell's email transgressions were much worse in regards to exposing classified information. Yet no one calls for his head on a platter. As a matter of fact, I observe that the only politicians whose email use comes under attack are female.  Bush's email controversy (he used private and party servers for federal business) is never even mentioned. Powell's is glossed over. It's just the same old tired attacks on Hillary just because she's Hillary.

I do think it was stupid of Sarah Palin to use such an easily-hackable private account, but she's hardly the first to do so nor the last.","Gender-biased scrutiny of female politicians' email use, with double standards and selective amnesia towards male politicians' email transgressions.",Double Standard,"1. Gender-biased scrutiny of politicians' email use
2. Double standards for email controversies based on politicians' gender
3. Selective amnesia and double standards in political email scandals related to gender
4. Gender-based double standards in email scandals (politicians)
5. Politicians' email controversies and gender-biased scrutiny
6. Double Standard in political email practices and gender disparities","- Gender-biased scrutiny in political digital communication
- Double standards in email controversy scrutiny by gender
- Gender-disparate treatment in political email use controversies
- Politician email scandals: Gender-biased media and public reaction","1. Gender-biased scrutiny in political digital communication
2. Double standards in gender-based political email scrutiny","* Gender bias in digital communication scrutiny of public figures
* Double standards in email and social media controversy analysis by gender
* Gender-based disparities in digital communication platform usage among politicians
* Inequitable scrutiny of female politicians' digital communication practices","Gender-biased scrutiny in political email scandals

Double standards in political digital communication by gender","* Gender-biased scrutiny in political digital communication
* Double standards in online political discourse by gender
* Gender bias in political email scandals and social media controversies
* Double standards in gender-based scrutiny of politicians' online activities
* Gender-biased scrutiny of female politicians' email use and social media activities",Gender-biased scrutiny in political digital communication,Gender-biased scrutiny in political digital communication
"Guest"" you have a very vivid imagination.  I did not say ""he should not be such an ass in public"" or ""he ""took it out"" on Brooks.  I said it was unnecessary and inappropriate for a coach to castigate a member of the opposing team and, if he had a problem with a player, he should take it up with the Coach in private.  Coach K said essentially the same thing in his apology. to Coach Altman.  

You're rather free with the personal insults ""even a dolt"", etc.  .  It grows rather tiresome to be the target of  your ad hominem attacks.  Would it be possible for you to discuss issues without reducing everything to a ""mud fight""?",Inappropriate Public Criticism and Ad Hominem Attacks,Defensive Clarification vs. Ad Hominem,Defensive Clarification amidst Ad Hominem Attacks,"- Defensive Clarification amidst Ad Hominem Attacks
- Clarification vs. Ad Hominem Attacks
- Defensive Response to Ad Hominem
- Seeking Respectful Dialogue amidst Attacks
- Clarification amidst Personal Attacks",Clarification amidst Ad Hominem Attacks,Clarification vs. Ad Hominem: A Call for Respectful Dialogue,Clarification amidst Ad Hominem Attacks: A Plea for Constructive Discourse,"- Clarification amidst Ad Hominem
- Defensive Clarification vs. Personal Attacks
- Seeking Respectful Dialogue amidst Ad Hominem
- Ad Hominem vs. Constructive Dialogue","**Code Name:** Clarification amidst Ad Hominem Attacks: A Plea for Constructive Discourse

**Definition:** This code captures instances where an author clarifies their original statement while defending against personal insults or ad hominem attacks from the recipient. It encapsulates the author's attempt to maintain a respectful, issue-focused dialogue in the face of unprofessional behavior and personal attacks, serving as a call for constructive discourse.",Clarification amidst Ad Hominem Attacks
"Having worked for DOC Alaska for 27 years, I have seen, heard and read about cases where witnesses were disbelieved by the Judge, DA or by the jury. And many of them were whites since white inmates still make up the majority of the prison population. It just isn't about the natives as Mr. Wohlforth like you to think. Question should be, why are some witnesses, regardless of their ethnic background, disbelieved? This isn't just a native problem, its may be a problem for all ethnic backgrounds. There were plenty of witnesses when Ms. Ellis ran over Mr. Dusenbury, and most of them were white folks. Why did DA Campion dismissed them? Mr. Wohlforth is picking and choosing his cases to fit his profile of a racist Alaska criminal justice system but that is a lie. Whites, Asians, Hispanics and Blacks witnesses were often causally dismissed out of hand as any native ones.","Selective Disbelief of Witnesses, Irrespective of Ethnicity",Selective Injustice Narrative,"LLM-1: **Selective Disbelief of Witnesses as a Broader Issue**

LLM-2: **Selective Injustice Narrative**","- Integration of Similar Themes
- Clarification of the Selective Aspect
- Inclusion of the Concept of Narrative
- Ethnic Neutrality
- Simplification and Consistency","Broad-Spectrum Witness Disbelief as a Selective Narrative  
Broad-Spectrum Witness Disbelief and Selective Narrative Presentation","- Ethnicity-Agnostic Witness Disbelief
- Systemic Witness Disbelief and Selective Narratives
- Witness Testimony Undermined: A Neutral Perspective
- Narratives of Disbelief and Injustice
- Selective Disbelief of Witnesses: A Broader Narrative",Systemic Witness Disbelief and Selective Narrative Presentation,"- **Systemic Witness Disbelief and Selective Narrative Presentation**
- **Broad-Spectrum Witness Disbelief and Selective Narrative Presentation**
- **Witness Disbelief as a Systemic Issue with Selective Narrative Implications**
- **Selective Witness Disbelief: A Broader, Systemic Problem with Narrative Consequences**",Broad-Spectrum Witness Disbelief and Selective Narrative Presentation,Systemic Witness Disbelief and Selective Narrative Presentation
"Arun makes a number of good points and offers a perspective that undermines the demagogues of the right. The right loves simple easy answers to complex problems.  They miss their responsibility for creating the conditions that make for a rich soup of angry people who don't see any way out.  Of course we all know that the Iraqi war was the worst response, particular how the first six months were handled. Bush's team was arrogant. Blackwater was arrogant.  Debathification was stupid, and arrogant.  They left stock piles of bombs around Bagdad that slowly dissolved to become IEDs. And throughout this the words of support for Islam were undermined by the radical right.  And it's gotten worse, much worse as Fox and team rally their troops to undermine considered actions that could both reduce the hatred and tension and increase our ability to deal with extremists on both ends...great insights!",Undermining Right-Wing Demagoguery and Arrogance: Impact on Iraq War and Extremism,Critique of Simplistic Right-Wing Rhetoric,"**Refined code:** Critique of Simplistic and Arrogant Right-Wing Rhetoric and its Contribution to Hatred, Tension, and Extremism","**Critique of Right-Wing Rhetoric in the Iraq War: Simplification, Arrogance, and Escalation of Extremism**","Critique of Simplistic and Arrogant Right-Wing Rhetoric on Iraq War: Escalation of Hatred, Tension, and Extremism","* Critique of Right-Wing Rhetoric in the Iraq War: Simplification, Arrogance, and Escalation of Extremism
* Critique of Simplistic and Arrogant Right-Wing Rhetoric on Iraq War, Leading to Escalated Hatred and Extremism
* Right-Wing Rhetoric in Iraq War: Critique of Simplistic Approaches and Escalation of Extremism",Critique of Simplistic and Arrogant Right-Wing Rhetoric on Iraq War: Escalation of Hatred and Extremism,"* Critique of Oversimplified and Arrogant Right-Wing Rhetoric on Iraq War, Contributing to Escalated Hatred, Tension, and Extremism
* Right-Wing Rhetoric on Iraq War: Simplification, Arrogance, and Causal Relationship to Escalated Extremism
* Critique of Right-Wing Approach to Iraq War: Oversimplification, Arrogance, and Negative Consequences","Critique of Right-Wing Rhetoric in the Iraq War: Simplification, Arrogance, and Escalation of Extremism","Certainly! The qualitative code extracted from the comment is:

- Simplification
- Arrogance
- Escalation of Extremism"
"WLTDO: Your comment, albeit accompanied by two article references is abusive propaganda (may I borrow your term agenda?) aimed at  disparaging gay people by offering up an analogy that being gay leads to violence. That is false. The fact is domestic violence can and does happen within all couples, and DV between straight couples is reported on  nearly daily in the RG. It is reported on with no one labeling the event as ""a straight people lifestyle that leads to violence.""  Lifestyle BTW, simply means ""the way a person lives"" e.g. vegan vs meat eater, and that differs from sexual orientation, which refers to the sex a person is attracted to (boy/girl, girl/girl). I think you tip your hat when you allude to a LGBTQ agenda.  And what would that be?    It's the 21st century, everybody is equal so get over yourself.",Homophobic propaganda and inaccurate analogy.,Challenging Homophobic Rhetoric,"Code: Promoting Homophobic Stereotypes and Inflammatory Language

Code: Critiquing Homophobic Analogy and Advocating for Equality","- **Primary Code**: Homophobic Propaganda and Inaccurate Analogy: Challenging Homophobic Rhetoric
  - **Sub-codes**:
    - Specific Propaganda Tactics: Allusion to LGBTQ agenda, false claims about sexual orientation.
    - Attitudinal Aspects: Negative attitude towards LGBTQ individuals, lack of understanding.
    - Contextual Factors: Response to perceived discrimination, educational intent.
    - Counter-Narrative: Promoting equality, challenging homophobic notions.
    - Potential Impact: Perpetuating harm, promoting understanding and acceptance.",Countering Homophobic Propaganda and Promoting Equality,"- Countering Homophobic Propaganda and Promoting Equality
- Challenging Discriminatory Notions and Supporting LGBTQ Rights
- Debunking Homophobic Rhetoric and Promoting Inclusive Language
- Addressing LGBTQ-related Issues and Promoting Equality","Refined Code: Challenging Homophobic Propaganda, Promoting Equality, and Debunking Inaccuracies","1. Integration of codes
2. Expansion of codes
3. Emphasis on intent and impact
4. Inclusion of contextual factors
5. Use of specific keywords

Refined codes:
- Challenging Homophobic Propaganda and Promoting Equality
- Countering Homophobic Rhetoric and Debunking Inaccuracies
- Homophobic Propaganda and Inaccurate Analogy: A Challenge to Equality and LGBTQ Rights
- Debunking Homophobic Myths and Promoting LGBTQ Equality and Awareness","Code: Challenging Homophobic Propaganda, Promoting Equality, Debunking Inaccuracies, and Considering Impact on the LGBTQ Community","**Countering Homophobic Propaganda, Promoting Equality, and Debunking Inaccuracies**"
"Or this one, since we're fantasizing:  1.  Today, we learned about covalent bonds in the chem lab.  2. We heard a car horn!  The school is on lockdown and there may be an earthquake at ANY MOMENT.  Someone said something about an astroid that might hit us some day! Also, someone saw a muslim guy who looked suspicious!  We're going to hide under our desks until Pete Kelly saves us with his magic laws!
Only a coward needs a gun to feel safe in a free society.  Yeah, you might get punched in the nose or struck by lightning.  Or, shot by some moron who doesn't like the way you drive.  My point is, there is always some risk of disaster or violence.  In my privileged, reasonably safe little part of the universe (USA), that risk is so small that I'm not going to waste my time worrying about it; seriously, I have better things to do.",Perceived low personal risk in safe environment allows for nonchalant attitude towards potential dangers.,Resilience over Fear,"1. Minimization of Potential Dangers through a Resilient Attitude
2. Emphasizing Resilience over Fear: Living in the Present and Minimizing Worries about Low-Probability Risks","- Resilient Attitude in Low-Risk Environments: Prioritizing the Present over Fear of Potential Dangers
- Cultivating Resilience in the Face of Uncertainty: Balancing Freedom and Safety
- Embracing a Resilient Mindset: Minimizing Worries about Low-Probability Risks and Focusing on the Present
- Resilience over Fear: Living in the Present and Downplaying Low-Probability Risks",Embracing Resilience in Low-Risk Settings: A Mindset of Minimizing Worries about Low-Probability Risks and Living in the Present,"1. Emphasizing Resilience in Safe Environments
2. Minimizing Fear, Maximizing Resilience
3. Resilient Mindset in Low-Risk Environments
4. Embracing Resilience in Low-Risk Settings: A Mindset of Minimizing Worries about Low-Probability Risks and Living in the Present",Embracing Resilience in Low-Risk Settings: Minimizing Worries about Low-Probability Risks and Living in the Present,"1. Resilient Attitude in Low-Risk Environments
2. Embracing a Resilient Mindset: Minimizing Worries about Low-Probability Risks and Focusing on the Present
3. Embracing Resilience in Low-Risk Settings: A Mindset of Minimizing Worries about Low-Probability Risks and Living in the Present
4. Embracing Resilience in Low-Risk Settings: Minimizing Worries about Low-Probability Risks and Living in the Present",Embracing Resilience in Low-Risk Settings: Minimizing Worries about Low-Probability Risks and Living in the Present,"Certainly! The qualitative code extracted from the comment is:

- Embracing Resilience
- Minimizing Worries
- Low-Probability Risks
- Living in the Present"
"What overseas business? A hotel? Trump wouldn't know what to do with a hammer much less managing people. Filed for bankruptcy 4 times and screwed the investors. He's a dangerous, misogynistic, racist peccary who represents the worst in American politics and you'd vote for him...

Enough of the ""If he had..."" rear view look. Obama's record speaks for itself.
Your claim of incompetence is just sour ""racist"" grapes because you lost the leadership of this country to an intelligent man with black skin. Then along comes Hillary Clinton - your worst nightmare - to slay the paper dragon trump.
Things are looking up!","Negative views of Trump's character and competency, contrasted with praise for Obama and Clinton",Partisan Outrage,Partisan Outrage: Assessing Trump's Character and Competency,"1. Partisan Outrage: Anti-Trump Sentiment and Character Criticism
2. Partisan Outrage: Trump Criticism vs. Obama/Clinton Praise
3. Partisan Outrage: Emotional Criticism of Trump's Character and Competency
4. Partisan Outrage: Assessing Trump's Character and Competency (with emphasis on misogyny, racism, and incompetence)","Political Polarization: Negative Assessment of Trump's Character and Competency vs. Positive Evaluation of Obama and Clinton (Anger, Disdain, and Partisan Bias)","Political Polarization: Comparative Assessment of Trump's Character and Competency (Negative) vs. Obama and Clinton (Positive), characterized by Anger, Disdain, and Partisan Bias","Political Polarization: Comparative Assessment of Trump's Character and Competency (Negative) vs. Obama and Clinton (Positive), characterized by Anger, Disdain, and Partisan Bias","Political Polarization: Comparative Assessment of Trump's Character and Competency (Negative) vs. Obama and Clinton (Positive), characterized by Anger, Disdain, and Partisan Bias","Political Polarization: Comparative Assessment of Trump's Character and Competency (Negative) vs. Obama and Clinton (Positive), characterized by Anger, Disdain, and Partisan Bias","Political Polarization: Comparative Assessment of Trump's Character and Competency (Negative) vs. Obama and Clinton (Positive), characterized by Anger, Disdain, and Partisan Bias"
"I think this whole thing is ridiculous. For crying out loud, it's a name, not a lifestyle. The things people are offended by these days has gotten out of hand. I no longer wish to be called white, cracker, caucasian, or racist. I am a light skinned, person of the female persuasion. How STUPID does that sound?  I am a human being. Why can't that be enough? The name of the restaurant signifies nothing more than a seasoning, and food from a specific era, but it is a catchy title. Should we all boycott McDonald's because the name sounds Scottish but they don't serve Scottish food? How about Subway, their food has nothing to do with underground transportation. Does the name Texas Roadhouse offend Texans? See where I'm going with this. It is just too much! If the name bugs you that much, don't eat there, and stay out of it. The owner doesn't want to force their beliefs on you or erase your culture. They just want to feed you. How about we find something important to get upset over?",Excessive political correctness and fixation on labels.,Exasperation with Political Correctness,"Main Code: Exasperation with Political Correctness

Sub-code: Restaurant Naming or Label Sensitivity

Broader Theme: Identity Politics or Social Justice Warriors","- **Theme**: Critique of Social Norms
  - **Code**: Exasperation with Political Correctness
    - **Sub-code**: Restaurant Naming
    - **Sub-code**: Language and Terminology
  - **Code**: Desire for Pragmatism
  - **Code**: Perceived Overemphasis on Labels","Theme: Attitudes towards Political Correctness

Codes:

1. Frustration with Political Correctness (Main Code)
   * Sub-codes:
     + Perception of Overemphasis
     + Naming of Restaurant
     + Sensitivity towards Language
2. Focus on Important Issues
   * Sub-codes:
     + Desire to Prioritize
     + Awareness of Larger Concerns","1. **Sub-code for context**: Add a sub-code specifying the context of the conversation, such as Restaurant Naming or Social Issue Discussions.

2. **Incorporate related concepts**: Add related concepts like Perceived Over-sensitivity or Desire for Free Speech.

3. **Nuance in code definitions**: Refine code definitions to capture nuances, e.g., Implicit criticism of PC culture or Explicit frustration with PC language.

4. **Hierarchical coding structure**: Organize codes hierarchically with broader themes at the top and specific sub-codes at the bottom.

5. **Consider multiple perspectives**: Incorporate codes capturing alternative views, such as Support for Political Correctness or Recognition of PC benefits.

Example of refined codes:

* Theme: Attitudes towards Political Correctness
  + Sub-code: Context - Restaurant Naming
  + Code: Frustration with Political Correctness
    - Sub-code: Implicit criticism of PC culture
    - Sub-code: Explicit frustration with PC language
  + Code: Focus on Important Issues
    - Sub-code: Desire for prioritization of significant matters
    - Sub-code: Perceived over-sensitivity to PC issues","1. Theme: Attitudes towards Political Correctness
   - Primary Code: Frustration with Political Correctness
     - Sub-code: Excessive political correctness and fixation on labels
     - Context Sub-codes: Conversation Context, Social Group
   - Secondary Code: Focus on Important Issues
   - Additional Concept: Potential harmlessness of the contested restaurant name","```plaintext
* **Attitudes towards Political Correctness**
    + **Frustration with Political Correctness** (primary code)
        - **Context Sub-codes**: Restaurant Naming, Social Media Discussion, etc.
        - **Secondary Codes**: Overemphasis on Labels, Desire for Free Speech, etc.
        - **Related Concepts**: Sensitivity, Prioritization of Issues, etc.
```","Primary Code: Frustration with Political Correctness

Sub-codes:
- Context: Specify the conversation context in which the speaker expresses frustration with political correctness
- Secondary Code: Focus on Important Issues
- Related Concepts: Overemphasis on Political Correctness, Exasperation","**Theme: Attitudes towards Political Correctness**

* **Primary Code: Frustration with Political Correctness**
  + **Sub-codes:**
    - Context: (e.g. social media, public discourse, personal experience)
    - Secondary codes:
      - Overemphasis on political correctness
      - Restriction of free speech
      - Hypocrisy in applying political correctness
  + **Related Concepts:**
    - Focus on important issues
    - Desire for honest conversation
    - Perception of political correctness as a barrier to progress"
"Oh, Lord...Do any of these protestors perchance have slaveholders in their ancestry?  If any of them are white, there's a good chance they do.  So maybe white protestors can be assumed to have had something to do with slavery--kind of like how it's being assumed the restaurant owner has a deep involvement in some really-really historic colonialism.  I think we should ban those proxy slave owners from--from--well, whatever they need banning from on the off chance GGG-Grandpa held slaves.  Or how about this--since British colonialism in India seems to have struck a chord, is there any chance these folks are storing away some energy for protesting India's home-grown caste system--which still exists, by the way?  Say, here's a thought: I'm sure there's at least one Indian restaurant in Portland.  How about picketing them for the caste system?  Oh, wait--they may not be white. 

What a great world it would be if all the people who think they know stuff actually did.",Assumptions and hypocrisy in protesting historical oppression.,Sarcastic Critique of Hypocrisy,Ironical Hypocrisy Exposure,"- **Sarcastic Critique of Hypocrisy**: Highlights sarcasm and irony to criticize perceived hypocrisy.
- **Ironical Hypocrisy Exposure**: Captures irony in exposing hypocrisy, focusing on inconsistencies in reactions to historical injustices.
- **Sarcastic Exposure of Hypocrisy**: Combines sarcasm and exposure of hypocrisy.
- **Sarcastic Critique of Selective Moral Outrage**: Adds context about selective outrage.
- **Sarcastic Exposure of Historical Hypocrisy**: Emphasizes sarcasm and focus on historical hypocrisy.",Sarcastic Exposure of Historical Hypocrisy,"1. **Sarcastic Exposure of Historical Hypocrisy**: The use of irony and sarcasm to criticize perceived hypocrisy among protesters, specifically in relation to historical issues of slavery, colonialism, and social justice.","1. Unification: Sarcastic Exposure of Historical Hypocrisy
2. Clarification: Use of sarcasm and irony to criticize hypocrisy related to historical issues like slavery and colonialism.
3. Standardization: Similar format and level of detail for consistent use.
4. Contextual Consideration: Takes into account the specific context of the hypocrisy being criticized.
5. Inter-rater Reliability: Improves consistency of coding among multiple raters.","1. **Unification of codes**: Sarcastic Exposure of Historical Hypocrisy
2. **Clarification**: Exposing hypocrisy and inconsistencies in reactions to historical injustices
3. **Standardization**: Sarcastic Exposure of [Topic]
4. **Contextual consideration**: Context of hypocrisy being criticized
5. **Inter-rater reliability**: Multiple reviewers agreeing on codes

Additional suggestions:
- Hierarchical coding system
- Additional codes for tone, language, rhetorical devices
- Guidelines for coding and refining codes",Sarcastic Exposure of Historical Hypocrisy,Sarcastic Exposure of Historical Hypocrisy
"The agenda does not bring forth life.  The agenda distorts gender identities.  The agenda ruins families.  I have nothing against homosexuals themselves.  I consider them to have a mental disorder where they are able to function in society.  I do not believe in harming homosexuals.   While I do not believe in discriminating against anybody, I also do not believe in turning society upside down to accommodate them.  This what some of the 'rights' bills are doing.   With these bills, it is getting more difficult to keep hetrosexual men out of women's locker rooms and hetrosexual women out of men's locker rooms.",Promotion of heteronormativity and discrimination towards LGBTQ+ community,Traditional Values vs. Inclusive Progress,Promotion of Traditional Gender Roles and Heteronormativity: Opposition to LGBTQ+ Rights and Gender Segregation,"1. Opposition to LGBTQ+ Rights: Preservation of Traditional Gender Roles and Heteronormativity.
2. Promoting Traditional Gender Norms: Resistance to LGBTQ+ Inclusion and Gender Fluidity.
3. Concerns about Gender Boundary Erosion: Opposition to LGBTQ+ Rights and Traditional Gender Roles.
4. Traditional Gender Roles and LGBTQ+ Rights: Speaker's Attitudes and Concerns.
5. Tension between Traditional Values and LGBTQ+ Inclusion: Speaker's Perspectives and Concerns.",Preservation of Traditional Values and Heteronormativity: Opposition to LGBTQ+ Rights and Blurring of Gender Boundaries,"Tension between Traditional Gender Roles and LGBTQ+ Inclusion: Speaker's concerns about preserving traditional social norms, opposition to LGBTQ+ rights, and blurring of gender boundaries, while revealing a complex and contradictory attitude towards inclusivity and marginalized groups.",Tension between Traditional Gender Roles and LGBTQ+ Inclusion: Advocacy for Heteronormativity and Gender Segregation,**Tension between Traditional Gender Roles and LGBTQ+ Inclusion: Advocacy for Heteronormativity and Concerns about Gender Boundary Blurring**,Tension between Traditional Gender Roles and LGBTQ+ Inclusion: Advocacy for Heteronormativity and Concerns about Gender Boundary Blurring,Tension between Traditional Gender Roles and LGBTQ+ Inclusion: Advocacy for Heteronormativity and Concerns about Gender Boundary Blurring
"Mr. Wohlforth's commentary appears to suggest that Alaska Natives are nothing but poor innocent victims of a racist justice system. His tone is extremely patronizing and I wonder if he is playing the ""white man's burden"" role here.  This is the old Kipling concept that white man like him, must take care of the poor natives who cannot take care of themselves. Bit old fashioned however gallant, Mr. Wohlforth. Nearly all native inmates I encountered at ACC West, knew wholly that they did wrong. Funny thing about native people are that they are extremely honest folks, even when they did wrong. More then any other ethnic groups I have run into, including my fellow Asian Americans, native people stand out in their honesty in acknowledging that they did wrong. Few who claims innocence, are those coming in from probation violations and some of them got just cause to be unhappy, being violated for petty violations. Maybe that is where Mr. Wohlforth should take a look at.",Native honesty versus perceived racial bias in justice system,Paternalism_vs_Agency,Combined code: Perceived paternalism vs. Native honesty and agency in the alleged racial bias justice system,"- Paternalism vs. Native Agency & Honesty in Justice System
- Racial Bias & Paternalism in Justice: Native Honesty & Agency
- Challenging Paternalism: Native Honesty & Agency in the Face of Racial Bias
- Native Honesty & Agency Amidst Perceived Paternalism and Racial Bias in Justice",Perceived justice system paternalism vs. Native honesty and agency,"- Justice system paternalism vs. Native agency
- Systemic bias vs. Native self-determination
- Justice system inequity vs. Native accountability
- Racial bias vs. Native agency in the justice system",Perceived justice system paternalism vs. Native honesty and agency,"- Justice system bias vs. Native self-determination
- Paternalism vs. Native autonomy in the justice system
- Racial bias in justice vs. Native agency and responsibility
- Systemic paternalism vs. Native self-advocacy",Justice system paternalism vs. Native honesty and agency,Perceived justice system paternalism vs. Native honesty and agency
